force_stable : True
cuda_device : 0
aux_device : 1
base_epoch : 0
eos_m_token : EOS_M
base_iter : 0
beam_len_bonus : 0.5
max_turn : 10
trunc_turn : 999
mode : unknown
m : SEDST
prev_z_method : none
last_turn_only : False
u_max_ts : 100
freq_thres : 0
weight_decay : 0.0
cancel_reg : False
q_hidden_size : 50
vocab_size : 832
embedding_size : 50
hidden_size : 50
split : (3, 1, 1)
lr : 0.003
lr_decay : 0.5
vocab_path : ./vocab/vocab09_slot_space.pkl
data : ./data/CamRest676/CamRest676.json
entity : ./data/CamRest676/CamRestOTGY.json
db : ./data/CamRest676/CamRestDB.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 5
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
cuda : False
spv_proportion : 0
alpha : 0.1
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : models/camrest-25-seed0.pkl
result_path : results/camrest-25-seed0.csv
teacher_force : 100
beam_search : False
beam_size : 5
sampling : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_latent,latent,generated_response,response,u_len,m_len,supervised
613,0,i am looking for a restaurant in the moderate price range and in the north part of town .,moderate north,moderate north EOS_Z1,name_SLOT is a food_SLOT restaurant in the north part of town .,there are two moderately priced restaurants in the north part of town . one specializes in food_SLOT cuisine and the other is a food_SLOT restaurant .,20,27,False
609,0,are there any lebanese restaurants in the city ?,lebanese,lebanese EOS_Z1,there are no lebanese restaurants in the area_SLOT part of town . would you like to try something else ?,name_SLOT is a nice lebanese place in the area_SLOT .,10,11,False
587,0,"hi , i 'm looking for a moderately priced restaurant on the south side of town .",moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,name_SLOT is a moderately priced restaurant in the south area . would you like their information ?,18,18,False
577,0,"hi , i 'm looking for a moderately priced restaurant in the south part of town .",moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,the name_SLOT is moderately priced and in the south part of town . would you like their location ?,18,20,False
554,0,may i have information for an italian restaurant in the east part of town ?,italian east,italian east EOS_Z1,name_SLOT is a italian restaurant in the east part of town .,yes sure . there is only on italian restaurant called name_SLOT in the east . what else do you want to know ?,16,24,False
655,0,"could you recommend a restaurant that serves french food ? i 'll need the address , phone number and postcode . thank you .",french,french EOS_Z1,"thank you , goodbye .",you would like a restaurant serving french food . do you have a preference to what area it is located ?,25,22,False
640,0,i would like a moderately priced restaurant located in the south part of town .,moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,name_SLOT is an food_SLOT restaurant in the south of town in the moderate price range .,16,17,False
564,0,i would like a cheap restaurant that serves mediterranean food,mediterranean cheap,mediterranean cheap EOS_Z1,there are no mediterranean restaurants in the cheap price range . would you like to try something else ?,name_SLOT is a cheap restaurant that serves mediterranean food . is the area_SLOT part of town okay for you ?,11,21,False
623,0,can i get a korean restaurant in the town centre ?,korean centre,korean centre EOS_Z1,name_SLOT is a korean restaurant in the centre of town .,name_SLOT is located in the town centre,12,8,False
668,0,hi . can you please help me find a moderately priced restaurant in the south part of town ?,moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,here is a list of restaurants located in the south side of town in the moderate price range,20,19,False
556,0,"hi , i want a moderately priced restaurant located in the south part of town .",moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,name_SLOT is in the south part of town and in the moderate price range . would you like their location ?,17,22,False
643,0,"hello , i am looking for a moderately priced restaurant on the south side of town .",moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,there are two moderately priced restaurants in the south area . would you like food_SLOT or food_SLOT ?,18,19,False
653,0,i 'm looking for a gastropub restaurant .,gastropub,gastropub EOS_Z1,there are no restaurants that serve gastropub food .,the name_SLOT serves gastropub food .,9,7,False
601,0,i would like a moderately priced restaurant that serves lebanese food,lebanese,lebanese moderate EOS_Z1,there are no lebanese restaurants in the area_SLOT part of town . would you like to try something else ?,"there is the name_SLOT at the city center , would you like to have the address ?",12,18,False
544,0,i am looking for a restaurant in the moderate price range that serves lebanese food .,lebanese moderate,lebanese moderate EOS_Z1,there are no lebanese restaurants in the moderate price range . would you like to try something else ?,the name_SLOT restaraunt serves lebanese food and is in the moderate price range .,17,15,False
660,0,need a restrauant serving turkish style venue,turkish,turkish EOS_Z1,there are two turkish restaurants in the area_SLOT part of town . would you like to try something else ?,"ok , so you would like a turkish restaurant . in what area would you like to eat ?",8,20,False
671,0,"hello , i am looking for a cheap restaurant on the south side of town .",cheap south,cheap south EOS_Z1,name_SLOT is a cheap restaurant in the south part of town .,there is a place called name_SLOT that specializes in food_SLOT food on the south side of town .,17,19,False
644,0,"hello , i am looking for a thai restaurant on the north side of town .",thai north,thai north EOS_Z1,name_SLOT is a thai restaurant in the north part of town .,"unfortunately there are no thai restaurants in the north , do you want to change an area to look for ?",17,22,False
666,0,i would like a moderately priced restaurant in the west part of town,moderate west,moderate west EOS_Z1,there are two restaurants in the west part of town . would you like to try something else ?,"there are three moderately priced restaurants in the west part of town . do you prefer food_SLOT , food_SLOT , or food_SLOT ?",14,24,False
632,1,"how about name_SLOT , they are in the moderate price range in the east part of town EOS_M can i get the address , phone number , and postcode ?",moderate east,moderate east EOS_Z1,the address is address_SLOT and the postcode is postcode_SLOT .,"their phone number is phone_SLOT . their address is address_SLOT , postcode postcode_SLOT .",31,15,False
578,1,name_SLOT is an pricerange_SLOT thai restaurant in the area_SLOT of town . EOS_M can i have its phone number and postcode ?,thai,thai EOS_Z1,the phone number is phone_SLOT .,name_SLOT 's phone number is phone_SLOT and their postcode is postcode_SLOT . can i help you with anything else ?,23,21,False
654,1,name_SLOT 's phone number is phone_SLOT . EOS_M can you tell me what type of food they serve ?,moderate south,moderate south EOS_Z1,name_SLOT is a nice restaurant in the south part of town .,name_SLOT serves food_SLOT food .,20,6,False
649,1,"name_SLOT is a chinese restaurant located in the south part of town in the pricerange_SLOT price range . their address is address_SLOT . EOS_M thank you , goodbye .",chinese south,chinese south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you and have a wonderful day !,30,9,False
628,1,name_SLOT serves gastropub food and is in the moderate price range . EOS_M may i please have the phone number ?,gastropub moderate,gastropub moderate EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,phone_SLOT will that be all ?,22,7,False
591,1,"i 'm sorry , there is not restaurants matching your request . would you like to try something else ? EOS_M yes , i would like an expensive restaurant that serves british food . can i have the phone number please ?",british expensive,british expensive EOS_Z1,name_SLOT is a expensive british restaurant in the area_SLOT part of town .,"how about name_SLOT , they serve british food and are in the expensive price range , their phone number is phone_SLOT .",43,23,False
549,1,"there is name_SLOT in the the north side of town that serves french food . EOS_M what is their address , number , and price range ?",french north,french north EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,name_SLOT is in the pricerange_SLOT price range . their phone number is phone_SLOT and they are located at address_SLOT . would you like anything else ?,28,27,False
566,1,"there are five expensive restaurants available in the south part of the city . food_SLOT , food_SLOT , food_SLOT , and two food_SLOT restaurants are available . what type of food would you like ? EOS_M mexican will be fine . could i have the address and phone please ?",expensive south,mexican expensive south EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,name_SLOT is a mexican restaurant located in the south part of town in the expensive price range . their phone number is phone_SLOT and their address is address_SLOT .,51,30,False
648,1,"there are no matching restaurants EOS_M how about italian ? i would like to go to nice place with great atmosphere and expensive , i would like the address , phone number and area",italian expensive,italian expensive EOS_Z1,name_SLOT is a expensive italian restaurant in the expensive price range .,name_SLOT is located at address_SLOT and their phone number is phone_SLOT .,35,13,False
636,1,"there are 17 chinese restaurants , do you prefer any price range or any area in town ? EOS_M yes , i 'm looking for the address of one in the east part of town .",chinese east,chinese east EOS_Z1,name_SLOT is located at address_SLOT .,"name_SLOT is a great , but pricerange_SLOT , chinese restaurant . they are located at address_SLOT . is there anything else i can do for you ?",37,28,False
665,1,"name_SLOT is a cheap food_SLOT restaurant in the east side . would you like the address or phone number ? EOS_M yes , please . could you tell me both the address and phone number ?",cheap east,cheap east EOS_Z1,the address is address_SLOT and the phone number is phone_SLOT .,"they are at address_SLOT , and their number is phone_SLOT .",37,12,False
613,1,there are two moderately priced restaurants in the north part of town . one specializes in food_SLOT cuisine and the other is a food_SLOT restaurant . EOS_M i want the indian one . what 's the address and phone number ?,indian north north,moderate indian north EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,the indian restaurant is located at address_SLOT and the phone number is phone_SLOT,42,14,False
609,1,name_SLOT is a nice lebanese place in the area_SLOT . EOS_M can i have the phone number please .,lebanese,lebanese EOS_Z1,name_SLOT 's phone number is phone_SLOT .,their phone number is phone_SLOT . is there anything else i can help you with today ?,20,18,False
587,1,name_SLOT is a moderately priced restaurant in the south area . would you like their information ? EOS_M yes . phone number please,moderate south,moderate south EOS_Z1,the phone number is phone_SLOT .,name_SLOT is phone number is phone_SLOT .,24,8,False
577,1,"the name_SLOT is moderately priced and in the south part of town . would you like their location ? EOS_M yes . i would like the location and the phone number , please .",moderate south,moderate south EOS_Z1,the phone number is phone_SLOT .,the address of name_SLOT is address_SLOT and the phone number is phone_SLOT .,35,14,False
554,1,yes sure . there is only on italian restaurant called name_SLOT in the east . what else do you want to know ? EOS_M what is their address please ?,italian east,italian east EOS_Z1,name_SLOT is located at address_SLOT .,the address for name_SLOT is address_SLOT . can i help you with anything else ?,31,16,False
655,1,"you would like a restaurant serving french food . do you have a preference to what area it is located ? EOS_M i do n't care . please give me address , phone number , and postcode .",french,french EOS_Z1,name_SLOT is a french restaurant in the area_SLOT of town . their phone number is phone_SLOT .,"i can recommend 2 restaurants serving french cuisine : name_SLOT , located at address_SLOT postcode_SLOT , phone number phone_SLOT or name_SLOT located at address_SLOT , postcode_SLOT , phone number phone_SLOT",39,31,False
640,1,name_SLOT is an food_SLOT restaurant in the south of town in the moderate price range . EOS_M what type of food are they . what is their address ?,moderate south,moderate south EOS_Z1,name_SLOT is located at address_SLOT . is there anything else i can help you with ?,they serve food_SLOT food . the address is address_SLOT .,30,11,False
564,1,"name_SLOT is a cheap restaurant that serves mediterranean food . is the area_SLOT part of town okay for you ? EOS_M yes , thank you . could you tell me the address and phone number of that restaurant ?",mediterranean cheap,mediterranean cheap centre EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,"certainly , name_SLOT is located at address_SLOT and can be reached at phone_SLOT . may i be of further assistance ?",40,22,False
623,1,"name_SLOT is located in the town centre EOS_M can you tell me the address , phone number , and postcode of little seoul , please ?",korean centre,korean centre EOS_Z1,the address is address_SLOT and the postcode is postcode_SLOT .,"sure , name_SLOT is located at address_SLOT . its phone number is phone_SLOT and the postcode is postcode_SLOT . is there anything i can help you with ?",27,29,False
668,1,here is a list of restaurants located in the south side of town in the moderate price range EOS_M may i have the address and phone number please,moderate south,moderate south EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,name_SLOT is at address_SLOT and phone number is phone_SLOT .,29,11,False
556,1,name_SLOT is in the south part of town and in the moderate price range . would you like their location ? EOS_M address and postcode please,moderate south,moderate south EOS_Z1,the address is address_SLOT and the postcode is postcode_SLOT .,their address is address_SLOT and their postcode is postcode_SLOT . is there anything else i can do for you today ?,27,22,False
643,1,there are two moderately priced restaurants in the south area . would you like food_SLOT or food_SLOT ? EOS_M is there anything else ? can i get the phone number please ?,moderate south,moderate south EOS_Z1,the phone number is phone_SLOT .,the name_SLOT is located in the south part of town and is in the moderate price range . their phone number is phone_SLOT . may i help you with anything else ?,33,33,False
653,1,the name_SLOT serves gastropub food . EOS_M can i have the address and postcode .,gastropub,gastropub EOS_Z1,name_SLOT is located at address_SLOT .,"the address is address_SLOT , postcode_SLOT .",16,8,False
601,1,"there is the name_SLOT at the city center , would you like to have the address ? EOS_M what is the address and phone number ?",lebanese,lebanese moderate EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,address is address_SLOT and phone number is phone_SLOT,27,9,False
544,1,the name_SLOT restaraunt serves lebanese food and is in the moderate price range . EOS_M tell me the address and phone number of ali baba restaraunt .,lebanese moderate,lebanese moderate EOS_Z1,name_SLOT is located at address_SLOT .,their address is address_SLOT and their phone number is phone_SLOT .,28,12,False
660,1,"ok , so you would like a turkish restaurant . in what area would you like to eat ? EOS_M any area would be fine ! could i please get the address and postcode of a turkish restaurant ?",turkish,turkish EOS_Z1,name_SLOT is a turkish restaurant in the area_SLOT part of town .,"name_SLOT is a turkish restaurant at address_SLOT , postcode_SLOT . is there anything else i can help you with today ?",40,22,False
671,1,there is a place called name_SLOT that specializes in food_SLOT food on the south side of town . EOS_M what is the address and postcode ?,cheap south,cheap south EOS_Z1,the address is address_SLOT and the postcode is postcode_SLOT .,the phone number is phone_SLOT and the postcode is postcode_SLOT,27,11,False
644,1,"unfortunately there are no thai restaurants in the north , do you want to change an area to look for ? EOS_M how about west area ? i also want the address , phone number , and price range ?",thai west,thai west EOS_Z1,name_SLOT is a thai restaurant in the west part of town .,"name_SLOT servers thai food and is pricerange_SLOT in the west . their phone number is phone_SLOT the address is address_SLOT , it there anything i can help you with ?",41,31,False
666,1,"there are three moderately priced restaurants in the west part of town . do you prefer food_SLOT , food_SLOT , or food_SLOT ? EOS_M can i have the address and phone number of the italian location ?",italian west,italian moderate west EOS_Z1,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,"name_SLOT is at address_SLOT , and can be reached at phone_SLOT . can i be of further assistance ?",38,20,False
632,2,"their phone number is phone_SLOT . their address is address_SLOT , postcode postcode_SLOT . EOS_M thank you . goodbye .",moderate east,moderate east EOS_Z1,thank you for using our system . good bye,you 're welcome . thank you for calling . goodbye .,21,12,False
578,2,"name_SLOT 's phone number is phone_SLOT and their postcode is postcode_SLOT . can i help you with anything else ? EOS_M that will be all , thank you . goodbye .",thai,thai EOS_Z1,thank you for using our system . good bye,"thank you for using this system , goodbye !",32,10,False
654,2,"name_SLOT serves food_SLOT food . EOS_M thank you , goodbye .",moderate south,moderate south EOS_Z1,thank you for using our system . good bye,you 're very welcome . have a good evening .,12,11,False
649,2,thank you and have a wonderful day ! EOS_M thanks again . goodbye !,chinese south,chinese south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you for using the cambridge restaurant system . goodbye .,15,12,False
628,2,phone_SLOT will that be all ? EOS_M thank you that 's all,gastropub moderate,gastropub moderate EOS_Z1,thank you for using our system . good bye,you 're welcome !,13,5,False
591,2,"how about name_SLOT , they serve british food and are in the expensive price range , their phone number is phone_SLOT . EOS_M perfect ! thanks , good-bye !",british expensive,british expensive EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,you 're welcome . good bye .,30,8,False
549,2,"name_SLOT is in the pricerange_SLOT price range . their phone number is phone_SLOT and they are located at address_SLOT . would you like anything else ? EOS_M no , that takes care of it . thank you for your help .",french north,french north EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you for using our system . good bye,42,10,False
566,2,name_SLOT is a mexican restaurant located in the south part of town in the expensive price range . their phone number is phone_SLOT and their address is address_SLOT . EOS_M thank you . goodbye .,expensive south,mexican expensive south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,goodbye .,36,3,False
648,2,name_SLOT is located at address_SLOT and their phone number is phone_SLOT . EOS_M thank you goodbye,italian expensive,italian expensive EOS_Z1,"thank you , goodbye .",enjoy your meal !,17,5,False
636,2,"name_SLOT is a great , but pricerange_SLOT , chinese restaurant . they are located at address_SLOT . is there anything else i can do for you ? EOS_M thank you goodbye",chinese east,chinese east EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,goodbye .,32,3,False
665,2,"they are at address_SLOT , and their number is phone_SLOT . EOS_M thank you . good bye .",cheap east,cheap east EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you and goodbye !,19,6,False
613,2,the indian restaurant is located at address_SLOT and the phone number is phone_SLOT EOS_M thank you very much,indian north,moderate north indian EOS_Z1,"thank you , goodbye .",thank you for using the cambridge restaurant phone system . enjoy your meal !,19,15,False
609,2,"their phone number is phone_SLOT . is there anything else i can help you with today ? EOS_M thank you , goodbye .",lebanese,lebanese EOS_Z1,thank you for using our system . good bye,thank you goodbye,24,4,False
587,2,"name_SLOT is phone number is phone_SLOT . EOS_M i 'm not sure where on the south side i 'm going to be . could you suggest an alternate restaurant and give me their information , too ?",moderate south,moderate south EOS_Z1,name_SLOT is located at address_SLOT .,"the only other option is name_SLOT . their phone number is phone_SLOT , their address is address_SLOT and their postcode is postcode_SLOT .",38,24,False
577,2,the address of name_SLOT is address_SLOT and the phone number is phone_SLOT . EOS_M thank you goodbye .,moderate south,moderate south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you and good bye .,19,7,False
554,2,"the address for name_SLOT is address_SLOT . can i help you with anything else ? EOS_M thank you , goodbye .",italian east,italian east EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you .,22,4,False
655,2,"i can recommend 2 restaurants serving french cuisine : name_SLOT , located at address_SLOT postcode_SLOT , phone number phone_SLOT or name_SLOT located at address_SLOT , postcode_SLOT , phone number phone_SLOT EOS_M thank you good bye",french,french EOS_Z1,"thank you , goodbye .",you are welcome .,36,5,False
640,2,they serve food_SLOT food . the address is address_SLOT . EOS_M thank you . good bye,moderate south,moderate south EOS_Z1,thank you for using our system . good bye,you 're welcome . enjoy !,17,7,False
564,2,"certainly , name_SLOT is located at address_SLOT and can be reached at phone_SLOT . may i be of further assistance ? EOS_M the gardenia sounds good . thanks .",mediterranean cheap,mediterranean cheap centre EOS_Z1,you 're welcome .,good bye .,30,4,False
623,2,"sure , name_SLOT is located at address_SLOT . its phone number is phone_SLOT and the postcode is postcode_SLOT . is there anything i can help you with ? EOS_M thank you , goodbye .",korean centre,korean centre EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,"thank you , goodbye .",35,6,False
668,2,name_SLOT is at address_SLOT and phone number is phone_SLOT . EOS_M thank you . goodbye .,moderate south,moderate south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you ! goodbye .,17,6,False
556,2,"their address is address_SLOT and their postcode is postcode_SLOT . is there anything else i can do for you today ? EOS_M no , thank you , goodbye .",moderate south,moderate south EOS_Z1,thank you for using our system . good bye,enjoy your meal !,30,5,False
643,2,the name_SLOT is located in the south part of town and is in the moderate price range . their phone number is phone_SLOT . may i help you with anything else ? EOS_M thank you goodbye .,moderate south,moderate south EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,"yes , goodbye .",38,5,False
653,2,"the address is address_SLOT , postcode_SLOT . EOS_M thank you , goodbye",gastropub,gastropub EOS_Z1,thank you for using our system . good bye,thank you for using the cambridge restaurant system phone line . enjoy your meal !,13,16,False
601,2,address is address_SLOT and phone number is phone_SLOT EOS_M thank you . goodbye !,lebanese,lebanese moderate EOS_Z1,"thank you , goodbye .",thank you . good bye !,15,7,False
544,2,their address is address_SLOT and their phone number is phone_SLOT . EOS_M thank you bye bye,lebanese moderate,lebanese moderate EOS_Z1,"thank you , goodbye .",thank you for using the cambridge restaurant phone system . enjoy your meal !,17,15,False
660,2,"name_SLOT is a turkish restaurant at address_SLOT , postcode_SLOT . is there anything else i can help you with today ? EOS_M thank you goodbye .",turkish,turkish EOS_Z1,thank you for using our system . good bye,"thank you , goodbye .",27,6,False
671,2,"the phone number is phone_SLOT and the postcode is postcode_SLOT EOS_M thank you , goodbye .",cheap south,cheap south EOS_Z1,thank you for using our system . good bye,thank you for using our system ! have a great day !,17,13,False
644,2,"name_SLOT servers thai food and is pricerange_SLOT in the west . their phone number is phone_SLOT the address is address_SLOT , it there anything i can help you with ? EOS_M no , thank you . goodbye .",thai west,thai west EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,enjoy your meal .,39,5,False
666,2,"name_SLOT is at address_SLOT , and can be reached at phone_SLOT . can i be of further assistance ? EOS_M that 's it . thank you , goodbye",italian west,italian moderate west EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you for using our system . good bye,29,10,False
675,0,"i am interested in a restaurant located in the north part of town that specializes in indonesian food , please .",indonesian north,indonesian north EOS_Z1,name_SLOT is an indonesian restaurant in the north part of town . would you like their location ?,there are no restaurants serving indonesian food in the north part of town . would you like me to look in another part of town ?,22,27,False
551,0,i would like a restaurant in the east part of town that serves indonesian food,indonesian east,indonesian east EOS_Z1,there are no restaurants that serve indonesian food . would you like to try something else ?,i do n't see any indonesian restaurants at all . would you like me to look for a different type of restaurant in the east ?,16,27,False
548,0,i want to find a moderately priced restaurant serving european food .,european,european moderate EOS_Z1,there are no restaurants that serve european food . would you like to try something else ?,name_SLOT is in the area_SLOT part of town and in the moderate price range .,13,16,False
561,0,i am looking for a cheap restaurant that is in the north part of town .,cheap north,cheap north EOS_Z1,name_SLOT is a cheap food_SLOT restaurant in the north part of town .,what kind of food would like ?,17,8,False
603,0,i want a moderately priced restaurant please .,moderate,moderate EOS_Z1,there are no restaurants matching your request .,what kind of food would you like to have ?,9,11,False
588,0,i want to find a restaurant in the centre part of town and serves persian food .,persian centre,persian centre EOS_Z1,there are no persian restaurants in the centre of town . would you like to try something else ?,there are no restaurants serving persian food in the centre part of town .,18,15,False
639,0,get me a restaurant that serves european food .,european,european EOS_Z1,there are no restaurants serving european food . would you like to try something else ?,"there are several restaurants serving european food . would you like the area_SLOT , center or area_SLOT part of town ?",10,22,False
586,0,i am looking for an expensive restaurant that serves russian food .,russian expensive,russian expensive EOS_Z1,there are no russian restaurants in the expensive price range . would you like to try something else ?,there is no expensive restaurant that serves russian food can i help you with anything else,13,17,False
612,0,i am looking for a restaurant that is moderately priced and in the north part of town .,moderate north,moderate north EOS_Z1,there are two restaurants in the north part of town . would you like more information ?,the name_SLOT is in the north part of town and is in the moderate price range .,19,18,False
567,0,please suggest me some moderately priced restaurant in the south .,moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,i found two moderately priced restaurants in the south part of town . would you prefer food_SLOT or food_SLOT food ?,12,22,False
672,0,i want to find a restaurant in the south part of town and serves scandinavian food .,scandinavian south,scandinavian south EOS_Z1,there are no scandinavian restaurants in the south part of town . would you like to try something else ?,there are no scandinavian restaurants in the south part of town .,18,13,False
571,0,"hi , i want a french restaurant in the expensive price range .",french expensive,french expensive EOS_Z1,name_SLOT is a expensive french restaurant in the area_SLOT part of town .,name_SLOT is a french restaurant in the city area_SLOT and is in the expensive price range .,14,18,False
597,0,i need an east restaurant . i want to try some canapes food .,canapes east,canapes east EOS_Z1,there are two restaurants that serve canapes food . would you like to try something else ?,"i 'm sorry , but there are no restaurants serving canapes food in the east part of town .",15,20,False
580,0,is there any place here in the centre that serves corsica food ?,corsica centre,corsica centre EOS_Z1,there are no restaurants that serve corsica food . would you like to try something else ?,what price range are you looking for ?,14,9,False
562,0,i 'm looking for a restaurant in the north part of town that serves welsh food .,welsh north,welsh north EOS_Z1,"i 'm sorry , there are no restaurants serving welsh food .",there are no welsh restaurants in the north of town . would you like something else ?,18,18,False
615,0,i want to find a moderately priced restaurant in the north part of town . what is the phone number ?,moderate north,moderate north EOS_Z1,name_SLOT is an food_SLOT restaurant in the north part of town .,name_SLOT is in the moderate price range and is in the north area of town .,22,17,False
622,0,"hi , i want a moderately priced restaurant .",moderate,moderate EOS_Z1,there are no restaurants matching your request .,there are several restaurants in the moderate price range . do you have a preference for the type of food or part of town ?,10,26,False
553,0,i 'm looking for a moderately priced restaurant in the east part of town .,moderate east,moderate east EOS_Z1,there are two restaurants in the east part of town . would you like more information ?,"i would recommend you name_SLOT , an food_SLOT place in the east with moderate price range .",16,18,False
552,0,i am looking for a moderately priced restaurant in the south part of town .,moderate south,moderate south EOS_Z1,there are two restaurants in the south part of town . would you like more information ?,name_SLOT is a moderately priced restaurant that 's in the south part of town .,16,16,False
546,0,i want some mexican food .,mexican mexican,mexican EOS_Z1,name_SLOT is a mexican restaurant in the area_SLOT part of town . would you like more information ?,the only listing for mexican food is name_SLOT . how else may i assist you ?,7,17,False
